brandName,providerName,locationName,line1,postCode,"Publication Date",serviceName,"Key Question","Latest Rating"
"The Practice Surgeries","The Practice Surgeries Limited","The Sollershott Surgery","44 Sollershott East","SG6 3JW",2017-09-14,Overall,Overall,Inadequate
"The Practice Surgeries","The Practice Surgeries Limited","The Sollershott Surgery","44 Sollershott East","SG6 3JW",2017-09-14,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
"The Practice Surgeries","The Practice Surgeries Limited","The Sollershott Surgery","44 Sollershott East","SG6 3JW",2017-09-14,"People whose circumstances may make them vulnerable",Overall,Inadequate
"The Practice Surgeries","The Practice Surgeries Limited","The Sollershott Surgery","44 Sollershott East","SG6 3JW",2017-09-14,"People with long term conditions",Overall,Inadequate
"The Practice Surgeries","The Practice Surgeries Limited","The Sollershott Surgery","44 Sollershott East","SG6 3JW",2017-09-14,"Working age people (including those recently retired and students)",Overall,Inadequate
"The Practice Surgeries","The Practice U Surgeries Limited","The Mandeville Practice","Hannon Road","HP21 8TR",2017-06-29,"Families, children and young people",Overall,Inadequate
"The Practice Surgeries","The Practice U Surgeries Limited","The Mandeville Practice","Hannon Road","HP21 8TR",2017-06-29,"Older people",Overall,Inadequate
"The Practice Surgeries","The Practice U Surgeries Limited","The Mandeville Practice","Hannon Road","HP21 8TR",2017-06-29,Overall,Overall,Inadequate
"The Practice Surgeries","The Practice U Surgeries Limited","The Mandeville Practice","Hannon Road","HP21 8TR",2017-06-29,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
"The Practice Surgeries","The Practice U Surgeries Limited","The Mandeville Practice","Hannon Road","HP21 8TR",2017-06-29,"People whose circumstances may make them vulnerable",Overall,Inadequate
"The Practice Surgeries","The Practice U Surgeries Limited","The Mandeville Practice","Hannon Road","HP21 8TR",2017-06-29,"People with long term conditions",Overall,Inadequate
"The Practice Surgeries","The Practice U Surgeries Limited","The Mandeville Practice","Hannon Road","HP21 8TR",2017-06-29,"Working age people (including those recently retired and students)",Overall,Inadequate
Tynefield,"WH Investments Limited","Victoria House","27 Victoria Road","WA4 3ER",2017-09-12,Overall,Overall,Inadequate
"Vibhuti Patel","Southwark Park Nursing Homes Limited","Blenheim Care Centres","Hemswell Cliff","DN21 5TJ",2018-01-25,Overall,Overall,Inadequate
"Vibhuti Patel","Tulip Care Limited","Woolston Mead","4 Beach Lawn","L22 8QA",2017-10-07,Overall,Overall,Inadequate
Vocare,"Vocare Limited","St Mary's Urgent Care Centre","St Mary's Hospital","W2 1NY",2017-10-05,Overall,Overall,Inadequate
Vocare,"Vocare Limited","Wellington House","Wellington House","TA1 3UF",2017-08-04,Overall,Overall,Inadequate
Vocare,"Vocare Limited","West Midlands Doctors Urgent Care - Wolverhampton Urgent Care Centre","New Cross Hospital","WV10 0QP",2017-08-24,Overall,Overall,Inadequate
"Westminster Homecare Limited","Westminster Homecare Limited","Westminster Homecare - Sheffield","Redlands Business Centre","S10 5BY",2017-08-30,Overall,Overall,Inadequate
